farm_id,crop_type,soil_moisture_%,soil_pH,temperature_C,water_mm,humidity_%,sunlight_hours,sowing_date,harvest_date,total_days,yield_kg_per_hectare,NDVI_index,crop_disease_status
FARM0219,Rice,41.2,5.89,29.67,206.65,76.37,9.35,3/7/2024,8/2/2024,148,2146.63,0.58,Mild
FARM0220,Cotton,17.82,7.04,29.66,122.75,63.24,7.06,3/8/2024,7/30/2024,144,5856,0.4,Mild
FARM0221,Maize,11.41,7.02,19.63,116.09,51.7,8.01,2/2/2024,5/4/2024,92,5922.36,0.68,Moderate
FARM0222,Soybean,29.05,5.85,28.07,141.32,72.67,9.01,1/17/2024,5/11/2024,115,3411.59,0.83,None
FARM0223,Rice,25.4,5.96,25.29,120.2,47.51,4.94,2/24/2024,5/31/2024,97,3926.07,0.69,Severe
FARM0224,Rice,11.51,6.65,18.22,207.39,41.96,7.43,1/17/2024,5/11/2024,115,4397.43,0.74,Moderate
FARM0225,Rice,25.72,7.49,32.35,92.64,81.52,7.61,2/6/2024,6/21/2024,136,4742.36,0.53,Mild
FARM0226,Wheat,17.08,7.22,25.09,154.95,47.48,4.58,3/17/2024,8/2/2024,138,2470.07,0.62,None
FARM0227,Soybean,24.72,7.25,28.95,157.24,86.92,6.89,3/25/2024,8/15/2024,143,4786.83,0.76,None
FARM0228,Soybean,40.69,6.32,18.78,227.29,79.47,7.47,3/7/2024,7/19/2024,134,5217.15,0.69,Moderate
FARM0229,Soybean,24.82,6.23,20.51,220.15,77.75,6.48,3/16/2024,6/30/2024,106,5954.03,0.74,None
FARM0230,Cotton,37.41,7.4,17.01,177.09,79.3,8.81,3/1/2024,7/20/2024,141,2364.35,0.35,Moderate
FARM0231,Maize,12.8,5.58,22.69,296.11,70.7,7.13,2/1/2024,5/13/2024,102,5402.27,0.77,Mild
FARM0232,Rice,33.59,6.22,28.1,293.91,44.34,5.66,2/19/2024,5/31/2024,102,4070.97,0.63,Moderate
FARM0233,Maize,17.92,7.43,24.1,150.99,40.23,5.05,2/11/2024,7/10/2024,150,2468.04,0.79,Moderate
FARM0234,Cotton,29.71,7.04,30.15,290.31,62.94,6.76,1/13/2024,5/22/2024,130,5154.62,0.49,Moderate
FARM0235,Soybean,10.34,7.16,19.97,73.25,73.68,8.93,2/11/2024,6/2/2024,112,2874.26,0.71,Mild
FARM0236,Rice,18.22,5.98,20.31,107.3,81.75,9.02,1/3/2024,5/15/2024,133,5823.12,0.62,None
FARM0237,Maize,31.72,6.48,34.71,274.25,83.44,6.94,3/5/2024,6/6/2024,93,4102.94,0.6,Severe
FARM0238,Cotton,44.18,6.9,24.2,222.3,40.59,5.26,2/6/2024,6/10/2024,125,3051.4,0.52,Severe
FARM0239,Rice,24.67,7,22.3,150.15,62.54,7.43,1/18/2024,5/14/2024,117,5425.23,0.39,None
FARM0240,Cotton,27.49,7.49,31.99,179.25,76.03,8.71,3/2/2024,6/25/2024,115,2395.9,0.59,None
FARM0241,Maize,19.09,6.22,26.15,252.5,57.21,6.47,1/19/2024,5/24/2024,126,4599.46,0.51,Severe
FARM0242,Wheat,23.34,6.07,27.63,86.21,48.38,8.85,3/13/2024,8/4/2024,144,5628.29,0.49,Moderate
FARM0243,Soybean,32.56,6.04,23.9,265.7,58.16,7.52,1/5/2024,5/20/2024,136,2938.51,0.35,Mild
FARM0244,Wheat,13.34,7.37,24.46,63.46,78.55,7.14,1/3/2024,5/13/2024,131,5726.36,0.47,Mild
FARM0245,Soybean,39.35,5.56,28.27,265.09,56.26,6.86,3/18/2024,6/27/2024,101,4363.32,0.64,Moderate
FARM0246,Cotton,28.89,7.11,23.84,141.45,52.99,5.82,1/12/2024,4/29/2024,108,3876.79,0.75,Moderate
FARM0247,Cotton,37.93,6.69,30.94,187.05,49.43,9.29,3/24/2024,8/2/2024,131,3558.89,0.68,Moderate
FARM0248,Soybean,38.31,6.33,32.07,95.6,54.48,7.82,2/7/2024,5/27/2024,110,2077.58,0.88,Moderate
FARM0249,Rice,35.03,6.95,19.66,87.67,64.68,6.05,2/23/2024,7/12/2024,140,2126.95,0.33,Severe
FARM0250,Soybean,26.46,5.88,31.83,254.31,81.41,4.73,2/8/2024,6/24/2024,137,5978.14,0.61,Mild
FARM0251,Cotton,33.85,6.12,21.46,207.29,42.11,9.62,2/7/2024,5/30/2024,113,5550.08,0.44,Severe
FARM0252,Wheat,15.86,6.05,17.39,247.29,40.45,4.25,2/25/2024,5/30/2024,95,2994.89,0.86,None
FARM0253,Maize,32.56,6.9,30.83,81.46,51.63,9.89,1/23/2024,5/16/2024,114,3432.67,0.72,Moderate
FARM0254,Cotton,16.64,5.87,21.95,233.1,53.77,8.99,2/10/2024,7/1/2024,142,3053.4,0.6,Mild
FARM0255,Soybean,39.99,7.05,19.78,230.25,72.91,7.23,2/25/2024,6/29/2024,125,2616.53,0.37,None
FARM0256,Rice,16.25,5.56,17.14,97.9,41.59,7.85,3/23/2024,7/28/2024,127,3023.75,0.31,Mild
FARM0257,Wheat,26.38,6.78,22.22,235.87,84.52,8.93,1/24/2024,4/27/2024,94,5337.83,0.36,Mild
FARM0258,Cotton,16.63,6.55,19.98,206.33,48.94,8.5,3/19/2024,7/9/2024,112,4697.97,0.4,Mild
FARM0259,Cotton,27.66,6.82,25.68,199.98,86.68,9.41,3/14/2024,8/3/2024,142,4903.47,0.76,Moderate
FARM0260,Cotton,25.66,6.29,29.53,295.74,69.79,7.11,1/7/2024,5/30/2024,144,3259.62,0.64,Mild
FARM0261,Wheat,26.11,5.81,20.3,272.41,52.49,5.54,3/7/2024,7/21/2024,136,2308.81,0.8,None
FARM0262,Maize,11.31,7.12,22.63,245.03,86.09,6.01,1/28/2024,6/15/2024,139,2906.87,0.33,None
FARM0263,Soybean,29.77,6.15,28.96,88.3,73.68,9.98,1/8/2024,5/4/2024,117,3159.13,0.59,None
FARM0264,Cotton,19.19,6.3,23.69,224.47,78.1,6.89,3/7/2024,7/10/2024,125,4463.99,0.46,Severe
FARM0265,Soybean,13.14,6.84,23.47,137.08,56.04,7.56,2/20/2024,7/11/2024,142,5960.64,0.85,Mild
FARM0266,Maize,15.46,6.96,16.72,234.9,52.15,7.73,3/26/2024,7/1/2024,97,3220.47,0.62,Mild
FARM0267,Soybean,36.26,6.6,27.46,298.08,74.75,8.01,3/2/2024,6/16/2024,106,2681.28,0.46,Severe
FARM0268,Wheat,23.6,6.04,32.04,215.03,83.21,4.11,3/23/2024,6/27/2024,96,5615.49,0.41,Severe
FARM0269,Wheat,11.39,7.34,21.1,172.48,77.22,4.11,1/17/2024,5/3/2024,107,5247.57,0.9,None
FARM0270,Maize,17.9,6.18,22.86,84.32,76.49,7.12,1/14/2024,5/2/2024,109,5638.94,0.69,Mild
FARM0271,Maize,34.1,7.3,33.19,157.52,85.45,8.62,3/24/2024,6/29/2024,97,2736.54,0.83,Severe
FARM0272,Maize,25.51,7.37,32.88,283.31,53.69,8.67,3/20/2024,7/5/2024,107,4422.42,0.71,Moderate
FARM0273,Cotton,14.69,7.19,24.38,212.39,49.2,6.32,1/2/2024,4/27/2024,116,5058.16,0.43,Mild
FARM0274,Wheat,16.2,7.41,23.79,204.26,74.39,9.2,1/20/2024,6/5/2024,137,5297.31,0.64,None
FARM0275,Wheat,25.81,7.15,15.85,298.96,65.94,6.37,3/2/2024,6/12/2024,102,3164.72,0.47,Mild
FARM0276,Maize,31.46,5.61,25.34,85.56,81.49,6.71,3/18/2024,6/24/2024,98,3572.27,0.65,Mild
FARM0277,Wheat,18.75,6.88,33.14,249.12,75.92,4.74,2/3/2024,6/5/2024,123,4829.12,0.87,Severe
FARM0278,Cotton,11.54,5.84,21.7,267.83,83.13,4.97,1/14/2024,5/2/2024,109,3238.07,0.41,Mild
FARM0279,Wheat,31.79,6.01,24.17,263.85,67.18,4.03,3/16/2024,7/13/2024,119,3640.61,0.83,Moderate
FARM0280,Soybean,38.7,5.92,18.7,63.77,57.45,4.87,3/10/2024,6/29/2024,111,5681.54,0.4,Moderate
FARM0281,Soybean,30.03,6.62,34.33,237.33,58.01,4.22,2/27/2024,5/31/2024,94,5033.77,0.37,Moderate
FARM0282,Soybean,24.48,5.92,19.18,64.55,68.57,9.88,3/26/2024,8/8/2024,135,3148.75,0.67,Mild
FARM0283,Soybean,27.37,6.96,24.95,252,84.18,5.4,1/15/2024,5/24/2024,130,5186.93,0.55,Moderate
FARM0284,Soybean,38.21,5.92,27.81,222.5,52.72,4.41,1/4/2024,5/16/2024,133,3333.13,0.32,Mild
FARM0285,Maize,39.18,7.34,24.58,168.63,41.78,4.81,3/11/2024,7/8/2024,119,5135.96,0.61,Moderate
FARM0286,Soybean,10.66,6.65,21.63,279.05,79.79,4.4,2/13/2024,6/22/2024,130,4137.09,0.66,Moderate
FARM0287,Wheat,19.5,5.67,32.54,142.9,81.47,5.82,1/25/2024,5/6/2024,102,5653.42,0.84,Mild
FARM0288,Maize,42.33,6.96,25.47,243.88,47.16,9.23,2/13/2024,6/27/2024,135,5459.24,0.71,None
FARM0289,Cotton,41.12,5.71,30.32,236.39,41.12,8.55,2/9/2024,6/12/2024,124,3276.6,0.39,None
FARM0290,Soybean,29.59,5.7,25.85,187.34,53.55,9.66,1/10/2024,5/18/2024,129,5568.97,0.84,None
FARM0291,Cotton,11.88,6.35,18.58,199.03,69.64,9.02,2/27/2024,6/8/2024,102,4851.59,0.85,Severe
FARM0292,Rice,13.25,7.1,28.97,74.32,55.52,7.87,1/5/2024,5/29/2024,145,5582.8,0.72,Moderate
FARM0293,Cotton,27.06,5.63,17.26,169.66,82.29,5.69,3/4/2024,6/27/2024,115,5270.21,0.34,Moderate
FARM0294,Cotton,24.03,6.33,27.42,186.99,88.69,6.3,3/14/2024,8/1/2024,140,5920.82,0.7,None
FARM0295,Cotton,14,6.69,21.51,74.41,62.26,5.85,3/27/2024,8/2/2024,128,5085.37,0.34,Mild
FARM0296,Soybean,41.61,6.77,15,86.68,47.46,7.19,1/7/2024,5/19/2024,133,5509.7,0.48,Severe
FARM0297,Wheat,30.4,6.72,25.21,261.91,82.63,4.37,2/4/2024,6/28/2024,145,3128.84,0.54,Moderate
FARM0298,Cotton,23.35,6.59,28.25,168.72,49.41,6.31,3/5/2024,6/11/2024,98,2046.41,0.59,Severe
FARM0299,Wheat,14.8,7.11,32.2,273.4,74.77,9.58,3/27/2024,7/23/2024,118,3538.86,0.65,Mild
FARM0300,Maize,24.38,6.59,22.34,294.56,68.41,8.23,3/3/2024,6/10/2024,99,4920.74,0.77,Severe
FARM0301,Wheat,28.32,6.72,19.9,207.67,73.19,8.01,2/18/2024,7/6/2024,139,2043.13,0.74,Severe
FARM0302,Maize,20.12,5.57,33.46,237.36,76.35,7.38,1/19/2024,4/21/2024,93,4625.28,0.47,None
FARM0303,Soybean,12.69,7.07,20.04,203.95,53.76,5.54,3/24/2024,7/1/2024,99,4636.62,0.72,Severe
FARM0304,Soybean,40.17,6.19,16.69,86.27,86.7,4.92,1/22/2024,5/19/2024,118,4904,0.51,Moderate
FARM0305,Wheat,15.87,6.3,21.03,236.54,77.62,7.2,2/9/2024,5/18/2024,99,4121.77,0.57,Moderate
FARM0306,Wheat,13.41,6.56,22.08,261.06,70.52,7.91,1/9/2024,5/19/2024,131,4336.71,0.74,Mild
FARM0307,Maize,33.72,7.49,21.27,52.64,40.42,4.41,3/15/2024,7/5/2024,112,2877.67,0.67,None
FARM0308,Rice,43.27,6.78,29.16,79.99,82.82,4.78,2/10/2024,6/8/2024,119,4641.91,0.47,Severe
FARM0309,Maize,15.67,5.65,30.54,145.7,56.63,4.36,2/7/2024,6/15/2024,129,3570.54,0.56,None
FARM0310,Maize,13.62,5.65,26.43,112.65,62.29,9.38,1/22/2024,5/15/2024,114,3065.75,0.3,Severe
FARM0311,Cotton,24.14,6.96,31.25,67.52,51.29,6.31,2/11/2024,6/23/2024,133,3211.31,0.35,Moderate
FARM0312,Cotton,36.62,6.08,19.06,188.62,88.38,7.96,1/21/2024,6/3/2024,134,3437.04,0.41,None
FARM0313,Wheat,35.19,6.69,24.78,65.75,67.03,5.85,1/11/2024,5/30/2024,140,4884.05,0.7,Severe
FARM0314,Rice,35.94,5.97,16.44,233.86,64.44,4.11,1/1/2024,4/11/2024,101,4530.65,0.67,None
FARM0315,Wheat,27.4,7.1,19.41,251.11,61.31,8.87,3/19/2024,7/21/2024,124,2549.32,0.33,Mild
FARM0316,Wheat,14.23,5.78,23.3,224.07,67.67,6.63,3/20/2024,7/12/2024,114,5110.65,0.3,None
FARM0317,Maize,24.57,7.11,30.45,223.09,50.31,7.84,1/20/2024,6/2/2024,134,2150.48,0.35,Moderate
FARM0318,Cotton,10.16,5.97,17.35,182.55,44.78,6.17,3/7/2024,6/22/2024,107,2212.28,0.88,Severe
FARM0319,Rice,15.59,7.35,16.08,141.05,50.48,5.51,1/18/2024,4/28/2024,101,2632.18,0.84,Severe
FARM0320,Soybean,21.41,5.9,28.54,131.42,78.95,5.96,1/13/2024,6/8/2024,147,2882.65,0.56,Mild
FARM0321,Cotton,16.23,6.25,24.15,98.54,57.93,5.62,3/2/2024,6/17/2024,107,2546.01,0.51,Moderate
FARM0322,Rice,37.63,6.78,27.23,92.48,88.51,9.13,2/28/2024,6/10/2024,103,4366.32,0.74,Mild
FARM0323,Maize,25.2,5.94,33.55,286.56,85.69,9.39,2/24/2024,7/12/2024,139,4016.87,0.78,None
FARM0324,Cotton,18.42,6.62,15.25,232.95,87.5,4.8,1/1/2024,4/30/2024,120,4676.14,0.75,None
FARM0325,Cotton,37.01,7.25,23.11,247.46,58.52,6.79,3/11/2024,7/12/2024,123,2130.86,0.67,Mild
FARM0326,Soybean,40.83,6.97,16.1,286.33,73.73,9.33,3/2/2024,6/23/2024,113,3465.73,0.73,Mild
FARM0327,Maize,18.35,5.73,24.57,284.79,69.01,9.75,2/12/2024,7/8/2024,147,3069.43,0.51,Severe
FARM0328,Soybean,39.03,6.44,25.64,256.34,84.97,6.71,1/7/2024,6/2/2024,147,5535.92,0.47,None
FARM0329,Rice,19.66,6.89,24.93,268.75,66.03,7.76,3/5/2024,7/3/2024,120,3386.8,0.41,None
FARM0330,Soybean,32.56,6.32,21.86,211.51,56.32,7.56,1/26/2024,5/14/2024,109,2686.95,0.47,None
FARM0331,Maize,19.95,7.41,27.37,90.2,66.77,5.09,3/26/2024,7/3/2024,99,2645.02,0.38,Moderate
FARM0332,Rice,17.18,6.91,28.31,294.51,47.4,6.69,1/13/2024,6/10/2024,149,3997.67,0.39,Moderate
FARM0333,Cotton,41.36,7.44,30.08,298.52,73.34,8.8,3/16/2024,8/10/2024,147,2160.32,0.67,Mild
FARM0334,Maize,13.24,5.61,27.83,195.86,51.11,9.61,3/28/2024,7/24/2024,118,4708.25,0.59,None
FARM0335,Cotton,15.18,7.21,22.39,143.21,54.23,6.11,3/15/2024,7/30/2024,137,5970.39,0.88,Severe
FARM0336,Rice,39.24,6.7,17.87,125.81,89.42,7.15,3/25/2024,7/17/2024,114,2353.79,0.4,Severe
FARM0337,Rice,16.97,7.16,20.79,172.65,81.14,5.81,2/8/2024,5/9/2024,91,5164.88,0.8,Severe
FARM0338,Maize,24.6,6.48,28.76,111.19,45.97,5.66,3/16/2024,7/20/2024,126,3744.27,0.72,None
FARM0339,Soybean,35.65,5.54,20.19,195.41,47.31,6.77,2/12/2024,6/7/2024,116,4544.99,0.68,None
FARM0340,Rice,36.83,5.87,16.89,238.16,67.19,9.23,3/12/2024,6/16/2024,96,4137.68,0.61,Moderate
FARM0341,Cotton,21.91,7.32,17.05,88.64,51.06,5.13,1/4/2024,5/25/2024,142,2524.93,0.52,Severe
FARM0342,Soybean,36.73,6.18,29.2,57.19,80.73,5.33,1/7/2024,4/14/2024,98,5924.44,0.35,Severe
FARM0343,Wheat,16.87,5.57,28.2,198.29,63.45,9.45,1/25/2024,4/30/2024,96,5129.48,0.41,Moderate
FARM0344,Wheat,15.09,6.99,20.55,194.94,57.61,9.13,1/27/2024,6/2/2024,127,5052.98,0.4,None
FARM0345,Rice,42.22,7.2,24.49,224.53,49.26,8.04,2/14/2024,5/27/2024,103,4057,0.37,None
FARM0346,Rice,27.35,6.22,20.77,230.53,44.11,6.96,3/10/2024,7/21/2024,133,5904.72,0.89,Severe
FARM0347,Wheat,41.32,7.1,33.78,141.86,40.64,8.04,3/22/2024,6/25/2024,95,2476.87,0.36,Mild
FARM0348,Maize,44.13,6.18,26.9,297.67,46.14,9.03,3/19/2024,7/4/2024,107,5025.21,0.59,Severe
FARM0349,Soybean,19.76,7.04,17.16,112.67,64.86,7.77,1/27/2024,4/30/2024,94,3992.54,0.71,Mild
FARM0350,Soybean,31.81,7.02,28.22,179.99,64.61,6.8,3/9/2024,7/11/2024,124,3374.46,0.76,Severe
FARM0351,Cotton,25.75,7.21,23.85,59,48.84,7.96,2/5/2024,5/24/2024,109,4862.89,0.59,Severe
FARM0352,Soybean,39.9,6.51,22.83,173.67,88.54,7.7,1/19/2024,4/20/2024,92,2512.79,0.32,Moderate
FARM0353,Wheat,24.99,7.48,23.24,64.11,52.21,5.41,3/3/2024,7/26/2024,145,3219.65,0.32,Severe
FARM0354,Soybean,41.55,6.03,28.92,197,89.29,6.27,2/4/2024,6/17/2024,134,4700.45,0.7,Mild
FARM0355,Maize,22.72,6.37,24.94,261.83,79.36,9.04,2/19/2024,6/13/2024,115,5218.41,0.81,None
FARM0356,Maize,19.57,6.63,25.62,156.78,57.37,4.46,2/22/2024,6/25/2024,124,3253.41,0.57,Mild
FARM0357,Soybean,40.19,6.65,19.26,290.53,77.11,6.8,1/17/2024,4/28/2024,102,3457.1,0.76,Severe
FARM0358,Maize,40.11,7.32,27.68,261.49,53.35,5.72,1/13/2024,4/27/2024,105,2454.23,0.49,Severe
FARM0359,Cotton,24.77,7.31,19.04,118.18,41.46,8.74,3/28/2024,6/28/2024,92,5855.15,0.84,Moderate
FARM0360,Maize,40.35,7.3,23.14,140.86,72.87,4.54,3/17/2024,8/13/2024,149,2482.57,0.45,None
FARM0361,Soybean,14.28,7.11,21.59,196.08,59.5,8.49,1/6/2024,4/18/2024,103,5879.69,0.33,Moderate
FARM0362,Maize,29.1,6.45,19.93,119.43,79.21,4.87,2/1/2024,6/11/2024,131,5867.22,0.86,Mild
FARM0363,Soybean,23.46,6.78,29.01,275.79,74.26,7.21,2/9/2024,5/28/2024,109,2361,0.82,Mild
FARM0364,Maize,40.78,7.03,23.13,58.47,83.32,8.94,2/23/2024,6/19/2024,117,5507.04,0.46,None
FARM0365,Cotton,31.07,7.13,29.76,163.32,41.37,4.31,3/5/2024,6/3/2024,90,3602.65,0.37,Mild
FARM0366,Rice,39.64,6.87,30.85,129.85,63.92,8.41,2/26/2024,6/13/2024,108,2794.65,0.53,Mild
FARM0367,Wheat,42.31,6.79,27.53,276.71,88.71,5.19,2/20/2024,6/5/2024,106,2597,0.31,Severe
FARM0368,Cotton,14.15,6.93,18.81,265.48,79.11,5.73,1/20/2024,5/2/2024,103,5980.83,0.41,Mild
FARM0369,Maize,44.16,5.97,24.02,112.08,69.15,7.88,2/23/2024,6/17/2024,115,4747.41,0.66,None
FARM0370,Soybean,12.06,6.17,19.7,277.06,89.84,9.64,3/13/2024,6/30/2024,109,5910.1,0.64,Mild
FARM0371,Rice,27.63,7.36,32.56,82.98,55.87,7.18,1/5/2024,5/5/2024,121,5486.72,0.56,Moderate
FARM0372,Maize,28.09,6.37,18.3,234.22,64.56,9.7,1/8/2024,4/18/2024,101,2143.45,0.37,Severe
FARM0373,Cotton,22.48,6.92,24.7,173.25,82.29,9.2,2/6/2024,6/28/2024,143,2673.18,0.7,Mild
FARM0374,Wheat,28.41,6.64,23.33,69.21,78.41,8.06,3/4/2024,6/27/2024,115,3494.23,0.35,Severe
FARM0375,Maize,30.8,5.51,34.4,214.04,87.54,5.95,3/10/2024,6/28/2024,110,5192.59,0.53,Severe
FARM0376,Rice,18.4,7.04,22.98,55.13,50.41,6.33,3/5/2024,6/10/2024,97,3194.19,0.84,Mild
FARM0377,Wheat,39.12,6.53,24.79,271.35,63.82,7.38,2/20/2024,5/31/2024,101,3736.42,0.88,Mild
FARM0378,Cotton,28.45,6.79,16.68,167.05,43.96,8.81,3/10/2024,7/31/2024,143,2994.61,0.35,None
FARM0379,Wheat,27.87,6.33,24.29,230.08,80.64,6.13,3/22/2024,7/19/2024,119,2718.21,0.55,Moderate
FARM0380,Soybean,35.34,7.01,24,251.96,57.07,9.51,3/20/2024,7/4/2024,106,5486.46,0.54,None
FARM0381,Cotton,26.11,6.31,28.15,236.06,76.3,5.82,3/22/2024,7/15/2024,115,5218.56,0.37,None
FARM0382,Wheat,17.32,6.8,27.99,158.95,71.3,8.74,2/5/2024,6/4/2024,120,3687.52,0.72,Severe
FARM0383,Wheat,40.09,6.67,19.03,192.36,81.69,4.31,3/14/2024,7/8/2024,116,5394.47,0.9,None
FARM0384,Cotton,27.01,6.68,27.23,219.67,80.83,6.93,3/11/2024,7/14/2024,125,2254.04,0.37,Moderate
FARM0385,Cotton,10.73,6.08,18.84,135.96,51.61,5.32,3/22/2024,7/19/2024,119,2524.63,0.55,Moderate
FARM0386,Rice,31.76,6.06,29.99,216.76,46.45,5.2,2/10/2024,5/25/2024,105,2837.73,0.46,Mild
FARM0387,Soybean,11.12,5.63,23.61,204.39,46.03,5.34,1/25/2024,6/19/2024,146,4228.09,0.66,None
FARM0388,Cotton,37.96,7.43,30.12,293.66,79.08,7.66,1/6/2024,5/15/2024,130,2472.24,0.48,Severe
FARM0389,Cotton,35.64,5.7,27.94,133.65,46.89,9.09,1/8/2024,5/30/2024,143,5236.58,0.46,Severe
FARM0390,Rice,15.31,7.01,23.43,107.05,80.09,6.48,3/26/2024,8/6/2024,133,3447.1,0.73,None
FARM0391,Maize,21.02,7.46,18.29,65.37,77.96,7.96,3/23/2024,8/11/2024,141,4641.45,0.83,Moderate
FARM0392,Maize,10.28,6.06,25.56,280.11,75.01,6.68,3/21/2024,7/17/2024,118,4789.88,0.77,Moderate
FARM0393,Wheat,28.81,6.28,29.38,269.97,66.02,7.24,2/17/2024,6/7/2024,111,5028.19,0.62,Moderate
FARM0394,Maize,35.43,7.47,17.21,64.99,58.65,7.76,3/4/2024,6/30/2024,118,3191.84,0.44,Mild
FARM0395,Maize,19.96,7.07,29.3,218.11,75.72,7.12,3/7/2024,7/27/2024,142,5114.2,0.8,None
FARM0396,Wheat,24.87,5.76,19.3,69.52,73.84,6.42,3/14/2024,7/10/2024,118,4756.07,0.4,Mild
FARM0397,Cotton,14.53,6.91,32.27,79.51,50.63,6.84,1/20/2024,6/12/2024,144,3634.48,0.61,None
FARM0398,Maize,44.69,6.11,24.72,247.8,47.11,7.54,1/6/2024,5/27/2024,142,4958.64,0.82,Severe
FARM0399,Soybean,20.84,6.4,21.76,144.33,81.72,9,2/25/2024,6/22/2024,118,4668.88,0.78,Severe
FARM0400,Rice,41.51,6.18,15.92,217.61,62.15,5.66,3/21/2024,8/8/2024,140,5086.38,0.64,Mild
FARM0401,Soybean,30.19,5.61,26.4,97.35,63.79,9.38,1/1/2024,4/17/2024,107,5147.03,0.65,None
FARM0402,Soybean,21.22,6.68,24.83,283.46,57,5.08,2/3/2024,5/10/2024,97,5919.14,0.45,None
FARM0403,Maize,43.33,6.86,16.18,290.28,49.07,8.28,1/14/2024,6/9/2024,147,3296.87,0.33,Mild
FARM0404,Soybean,18.28,6.52,25.09,287.34,53.46,5.91,2/21/2024,6/4/2024,104,5654.94,0.71,Mild
FARM0405,Rice,20.66,6.31,16.68,208.95,50.17,9.81,1/18/2024,6/16/2024,150,3695.01,0.58,Moderate
FARM0406,Wheat,12.11,7.34,20.47,112.72,74,10,2/2/2024,5/12/2024,100,4956.73,0.72,Mild
FARM0407,Maize,40.74,5.92,25.1,250.51,84.2,9.67,1/22/2024,5/11/2024,110,3366.52,0.85,Mild
FARM0408,Soybean,26.68,7.3,28.45,153.29,84.76,8.22,3/21/2024,6/23/2024,94,4154.6,0.88,Severe
FARM0409,Maize,23.54,7.18,31.24,295.95,46.24,6.22,3/1/2024,7/17/2024,138,3124.54,0.68,Mild
FARM0410,Cotton,43.86,5.57,24.86,226.01,70.3,4.04,3/17/2024,7/16/2024,121,2681.91,0.71,Mild
FARM0411,Soybean,14.49,5.63,20.19,192.48,51.4,7.14,1/23/2024,6/4/2024,133,4131.77,0.3,Severe
FARM0412,Maize,25.14,7.49,20.48,220.04,63.33,6.17,2/14/2024,6/17/2024,124,3795.45,0.83,None
FARM0413,Cotton,43.52,7.33,18.94,132.31,43.14,7.75,1/19/2024,6/8/2024,141,4505.19,0.58,Moderate
FARM0414,Maize,28.19,5.97,16.46,199.99,61.93,4.57,1/2/2024,4/25/2024,114,3253.12,0.34,Severe
FARM0415,Maize,31.38,6.36,17.04,63.95,42.61,9.1,2/8/2024,7/2/2024,145,4398.3,0.56,None
FARM0416,Wheat,25.89,6.16,18.85,75.67,69.76,4.41,3/9/2024,6/29/2024,112,3684.03,0.38,None
FARM0417,Rice,20.91,6.37,34.19,238.59,55.56,9.31,3/11/2024,6/27/2024,108,3475.32,0.39,Mild
FARM0418,Soybean,40.05,6.34,18.91,100.09,85.43,8.71,3/23/2024,7/20/2024,119,4399.05,0.5,Moderate
FARM0419,Maize,15.68,6.41,30.78,60.55,50.97,4.02,3/7/2024,6/20/2024,105,3922.98,0.74,Mild
FARM0420,Rice,38.91,5.51,15.2,139.47,67.73,4.85,2/2/2024,5/3/2024,91,2796.49,0.73,Moderate
FARM0421,Rice,16.25,5.54,31.86,277.66,41.05,8.06,1/11/2024,6/8/2024,149,2840.95,0.7,Severe
FARM0422,Wheat,15.06,7.35,30.9,97.92,58.91,6.25,1/25/2024,6/2/2024,129,4349.3,0.33,Moderate
FARM0423,Soybean,43.89,7.27,19.18,70.35,63.53,7.98,3/25/2024,7/25/2024,122,3497.06,0.52,Severe
FARM0424,Cotton,19.39,6.3,33.42,196,41.83,5.32,2/7/2024,5/26/2024,109,3700.09,0.52,None
FARM0425,Wheat,20.33,6.54,19.6,60.29,65.61,6.02,2/26/2024,6/26/2024,121,3268.08,0.46,None
FARM0426,Wheat,20.31,6.5,25.93,69.54,53.82,5.37,3/7/2024,6/26/2024,111,2786.59,0.76,Moderate
FARM0427,Soybean,44.93,7.5,30.05,234.96,85.62,4.05,2/13/2024,7/4/2024,142,4319.82,0.76,Mild
FARM0428,Rice,17.94,7,24.49,178.96,79.3,8.55,2/28/2024,6/9/2024,102,3715.17,0.81,None
FARM0429,Rice,30.21,5.76,33.87,52.42,80.52,9.01,3/25/2024,7/18/2024,115,5051.37,0.31,None
FARM0430,Rice,44.2,7.49,26.36,249.79,85.69,7.44,2/3/2024,6/6/2024,124,3545.74,0.57,Moderate
FARM0431,Rice,13.65,6.61,15.64,222.26,64.43,5.12,1/10/2024,5/21/2024,132,4097.58,0.4,Severe
FARM0432,Rice,44.64,5.76,23.37,235.79,59.45,9.42,2/14/2024,7/5/2024,142,4838.69,0.49,Mild
FARM0433,Cotton,19.64,5.51,17.85,65.99,59.96,8.85,2/15/2024,6/20/2024,126,2156.34,0.57,Moderate
FARM0434,Soybean,38.82,7.2,23.3,94.89,70.89,6.59,3/4/2024,6/27/2024,115,4794.58,0.46,Moderate
FARM0435,Rice,41.81,6.32,30.24,80.31,58.44,8.53,2/7/2024,6/8/2024,122,2178.54,0.75,Severe
FARM0436,Cotton,39.95,6.29,15.21,78.67,85.86,5.96,1/18/2024,5/29/2024,132,2969.17,0.8,Mild
FARM0437,Soybean,13.52,6.09,25.69,147.71,43.88,8.58,1/7/2024,5/21/2024,135,2137.78,0.68,None
FARM0438,Maize,25.54,6.7,15.97,144.35,50.09,5.5,2/1/2024,5/1/2024,90,3348.47,0.88,None
